date,pathogen,group,amount
2025-02-23,Coxiella burnetti,Coxiella burnetti,0
2025-03-02,Coxiella burnetti,Coxiella burnetti,0
2025-03-09,Coxiella burnetti,Coxiella burnetti,0
2025-03-16,Coxiella burnetti,Coxiella burnetti,0
2025-03-23,Coxiella burnetti,Coxiella burnetti,0
2025-03-30,Coxiella burnetti,Coxiella burnetti,0
2025-04-06,Coxiella burnetti,Coxiella burnetti,0
2025-04-13,Coxiella burnetti,Coxiella burnetti,0
2025-04-20,Coxiella burnetti,Coxiella burnetti,0
2025-04-27,Coxiella burnetti,Coxiella burnetti,0
2025-05-04,Coxiella burnetti,Coxiella burnetti,0
2025-05-11,Coxiella burnetti,Coxiella burnetti,0
2025-05-18,Coxiella burnetti,Coxiella burnetti,0
2025-05-25,Coxiella burnetti,Coxiella burnetti,0
2025-06-01,Coxiella burnetti,Coxiella burnetti,0
2025-06-08,Coxiella burnetti,Coxiella burnetti,0
2025-06-15,Coxiella burnetti,Coxiella burnetti,0
2025-06-22,Coxiella burnetti,Coxiella burnetti,0
2025-06-29,Coxiella burnetti,Coxiella burnetti,0
2025-07-06,Coxiella burnetti,Coxiella burnetti,0
2025-07-13,Coxiella burnetti,Coxiella burnetti,0
2025-07-20,Coxiella burnetti,Coxiella burnetti,0
2025-07-27,Coxiella burnetti,Coxiella burnetti,0
2025-08-03,Coxiella burnetti,Coxiella burnetti,0
2025-08-10,Coxiella burnetti,Coxiella burnetti,0
2025-08-17,Coxiella burnetti,Coxiella burnetti,0
2025-08-24,Coxiella burnetti,Coxiella burnetti,0
2025-08-31,Coxiella burnetti,Coxiella burnetti,0
2025-09-07,Coxiella burnetti,Coxiella burnetti,0
2025-09-14,Coxiella burnetti,Coxiella burnetti,0
2025-09-21,Coxiella burnetti,Coxiella burnetti,0
2025-09-28,Coxiella burnetti,Coxiella burnetti,0
2022-10-02,Adenovirus,Adenovirus,2
2022-10-09,Adenovirus,Adenovirus,2
2022-10-16,Adenovirus,Adenovirus,1
2022-10-23,Adenovirus,Adenovirus,1
2022-10-30,Adenovirus,Adenovirus,2
2022-11-06,Adenovirus,Adenovirus,1
2022-11-13,Adenovirus,Adenovirus,7
2022-11-20,Adenovirus,Adenovirus,4
2022-11-27,Adenovirus,Adenovirus,1
2022-12-04,Adenovirus,Adenovirus,5
2022-12-11,Adenovirus,Adenovirus,4
2022-12-18,Adenovirus,Adenovirus,2
2022-12-25,Adenovirus,Adenovirus,3
2023-01-01,Adenovirus,Adenovirus,3
2023-01-08,Adenovirus,Adenovirus,2
2023-01-15,Adenovirus,Adenovirus,3
2023-01-22,Adenovirus,Adenovirus,2
2023-01-29,Adenovirus,Adenovirus,4
2023-02-05,Adenovirus,Adenovirus,1
2023-02-12,Adenovirus,Adenovirus,5
2023-02-19,Adenovirus,Adenovirus,3
2023-02-26,Adenovirus,Adenovirus,6
2023-03-05,Adenovirus,Adenovirus,2
2023-03-12,Adenovirus,Adenovirus,2
2023-03-19,Adenovirus,Adenovirus,3
2023-03-26,Adenovirus,Adenovirus,2
2023-04-02,Adenovirus,Adenovirus,2
2023-04-09,Adenovirus,Adenovirus,0
2023-04-16,Adenovirus,Adenovirus,4
2023-04-23,Adenovirus,Adenovirus,3
2023-04-30,Adenovirus,Adenovirus,7
2023-05-07,Adenovirus,Adenovirus,3
2023-05-14,Adenovirus,Adenovirus,4
2023-05-21,Adenovirus,Adenovirus,4
2023-05-28,Adenovirus,Adenovirus,5
2023-06-04,Adenovirus,Adenovirus,3
2023-06-11,Adenovirus,Adenovirus,2
2023-06-18,Adenovirus,Adenovirus,3
2023-06-25,Adenovirus,Adenovirus,5
2023-07-02,Adenovirus,Adenovirus,4
2023-07-09,Adenovirus,Adenovirus,2
2023-07-16,Adenovirus,Adenovirus,4
2023-07-23,Adenovirus,Adenovirus,4
2023-07-30,Adenovirus,Adenovirus,6
2023-08-06,Adenovirus,Adenovirus,1
2023-08-13,Adenovirus,Adenovirus,0
2023-08-20,Adenovirus,Adenovirus,1
2023-08-27,Adenovirus,Adenovirus,0
2023-09-03,Adenovirus,Adenovirus,2
2023-09-10,Adenovirus,Adenovirus,6
2023-09-17,Adenovirus,Adenovirus,1
2023-09-24,Adenovirus,Adenovirus,3
2023-10-01,Adenovirus,Adenovirus,2
2023-10-08,Adenovirus,Adenovirus,5
2023-10-15,Adenovirus,Adenovirus,0
2023-10-22,Adenovirus,Adenovirus,3
2023-10-29,Adenovirus,Adenovirus,2
2023-11-05,Adenovirus,Adenovirus,2
2023-11-12,Adenovirus,Adenovirus,4
2023-11-19,Adenovirus,Adenovirus,5
2023-11-26,Adenovirus,Adenovirus,5
2023-12-03,Adenovirus,Adenovirus,2
2023-12-10,Adenovirus,Adenovirus,1
2023-12-17,Adenovirus,Adenovirus,4
2023-12-24,Adenovirus,Adenovirus,3
2023-12-31,Adenovirus,Adenovirus,3
2024-01-07,Adenovirus,Adenovirus,0
2024-01-14,Adenovirus,Adenovirus,2
2024-01-21,Adenovirus,Adenovirus,2
2024-01-28,Adenovirus,Adenovirus,4
2024-02-04,Adenovirus,Adenovirus,2
2024-02-11,Adenovirus,Adenovirus,6
2024-02-18,Adenovirus,Adenovirus,2
2024-02-25,Adenovirus,Adenovirus,3
2024-03-03,Adenovirus,Adenovirus,4
2024-03-10,Adenovirus,Adenovirus,3
2024-03-17,Adenovirus,Adenovirus,8
2024-03-24,Adenovirus,Adenovirus,4
2024-03-31,Adenovirus,Adenovirus,2
2024-04-07,Adenovirus,Adenovirus,3
2024-04-14,Adenovirus,Adenovirus,2
2024-04-21,Adenovirus,Adenovirus,2
2024-04-28,Adenovirus,Adenovirus,4
2024-05-05,Adenovirus,Adenovirus,4
2024-05-12,Adenovirus,Adenovirus,1
2024-05-19,Adenovirus,Adenovirus,2
2024-05-26,Adenovirus,Adenovirus,2
2024-06-02,Adenovirus,Adenovirus,1
2024-06-09,Adenovirus,Adenovirus,2
2024-06-16,Adenovirus,Adenovirus,1
2024-06-23,Adenovirus,Adenovirus,4
2024-06-30,Adenovirus,Adenovirus,1
2024-07-07,Adenovirus,Adenovirus,6
2024-07-14,Adenovirus,Adenovirus,5
2024-07-21,Adenovirus,Adenovirus,3
2024-07-28,Adenovirus,Adenovirus,2
2024-08-04,Adenovirus,Adenovirus,1
2024-08-11,Adenovirus,Adenovirus,1
2024-08-18,Adenovirus,Adenovirus,0
2024-08-25,Adenovirus,Adenovirus,3
2024-09-01,Adenovirus,Adenovirus,2
2024-09-08,Adenovirus,Adenovirus,1
2024-09-15,Adenovirus,Adenovirus,1
2024-09-22,Adenovirus,Adenovirus,5
2024-09-29,Adenovirus,Adenovirus,1
2024-10-06,Adenovirus,Adenovirus,6
2024-10-13,Adenovirus,Adenovirus,3
2024-10-20,Adenovirus,Adenovirus,3
2024-10-27,Adenovirus,Adenovirus,6
2024-11-03,Adenovirus,Adenovirus,4
2024-11-10,Adenovirus,Adenovirus,5
2024-11-17,Adenovirus,Adenovirus,3
2024-11-24,Adenovirus,Adenovirus,5
2024-12-01,Adenovirus,Adenovirus,3
2024-12-08,Adenovirus,Adenovirus,3
2024-12-15,Adenovirus,Adenovirus,6
2024-12-22,Adenovirus,Adenovirus,2
2024-12-29,Adenovirus,Adenovirus,5
2025-01-05,Adenovirus,Adenovirus,4
2025-01-12,Adenovirus,Adenovirus,3
2025-01-19,Adenovirus,Adenovirus,2
2025-01-26,Adenovirus,Adenovirus,6
2025-02-02,Adenovirus,Adenovirus,7
2025-02-09,Adenovirus,Adenovirus,3
2025-02-16,Adenovirus,Adenovirus,10
2025-02-23,Adenovirus,Adenovirus,2
2025-03-02,Adenovirus,Adenovirus,4
2025-03-09,Adenovirus,Adenovirus,3
2025-03-16,Adenovirus,Adenovirus,1
2025-03-23,Adenovirus,Adenovirus,5
2025-03-30,Adenovirus,Adenovirus,4
2025-04-06,Adenovirus,Adenovirus,5
2025-04-13,Adenovirus,Adenovirus,4
2025-04-20,Adenovirus,Adenovirus,3
2025-04-27,Adenovirus,Adenovirus,4
2025-05-04,Adenovirus,Adenovirus,1
2025-05-11,Adenovirus,Adenovirus,5
2025-05-18,Adenovirus,Adenovirus,2
2025-05-25,Adenovirus,Adenovirus,0
2025-06-01,Adenovirus,Adenovirus,1
2025-06-08,Adenovirus,Adenovirus,2
2025-06-15,Adenovirus,Adenovirus,3
2025-06-22,Adenovirus,Adenovirus,3
2025-06-29,Adenovirus,Adenovirus,2
2025-07-06,Adenovirus,Adenovirus,2
2025-07-13,Adenovirus,Adenovirus,1
2025-07-20,Adenovirus,Adenovirus,4
2025-07-27,Adenovirus,Adenovirus,4
2025-08-03,Adenovirus,Adenovirus,1
2025-08-10,Adenovirus,Adenovirus,1
2025-08-17,Adenovirus,Adenovirus,1
2025-08-24,Adenovirus,Adenovirus,0
2025-08-31,Adenovirus,Adenovirus,0
2025-09-07,Adenovirus,Adenovirus,2
2025-09-14,Adenovirus,Adenovirus,2
2025-09-21,Adenovirus,Adenovirus,5
2025-09-28,Adenovirus,Adenovirus,5
2022-10-02,Humaan metapneumovirus,Humaan metapneumovirus,1
2022-10-09,Humaan metapneumovirus,Humaan metapneumovirus,0
2022-10-16,Humaan metapneumovirus,Humaan metapneumovirus,2
2022-10-23,Humaan metapneumovirus,Humaan metapneumovirus,0
2022-10-30,Humaan metapneumovirus,Humaan metapneumovirus,3
2022-11-06,Humaan metapneumovirus,Humaan metapneumovirus,3
2022-11-13,Humaan metapneumovirus,Humaan metapneumovirus,3
2022-11-20,Humaan metapneumovirus,Humaan metapneumovirus,10
2022-11-27,Humaan metapneumovirus,Humaan metapneumovirus,8
2022-12-04,Humaan metapneumovirus,Humaan metapneumovirus,15
2022-12-11,Humaan metapneumovirus,Humaan metapneumovirus,14
2022-12-18,Humaan metapneumovirus,Humaan metapneumovirus,15
2022-12-25,Humaan metapneumovirus,Humaan metapneumovirus,9
2023-01-01,Humaan metapneumovirus,Humaan metapneumovirus,8
2023-01-08,Humaan metapneumovirus,Humaan metapneumovirus,3
2023-01-15,Humaan metapneumovirus,Humaan metapneumovirus,3
2023-01-22,Humaan metapneumovirus,Humaan metapneumovirus,1
2023-01-29,Humaan metapneumovirus,Humaan metapneumovirus,1
2023-02-05,Humaan metapneumovirus,Humaan metapneumovirus,4
2023-02-12,Humaan metapneumovirus,Humaan metapneumovirus,3
2023-02-19,Humaan metapneumovirus,Humaan metapneumovirus,4
2023-02-26,Humaan metapneumovirus,Humaan metapneumovirus,2
2023-03-05,Humaan metapneumovirus,Humaan metapneumovirus,0
2023-03-12,Humaan metapneumovirus,Humaan metapneumovirus,2
2023-03-19,Humaan metapneumovirus,Humaan metapneumovirus,1
2023-03-26,Humaan metapneumovirus,Humaan metapneumovirus,2
2023-04-02,Humaan metapneumovirus,Humaan metapneumovirus,0
2023-04-09,Humaan metapneumovirus,Humaan metapneumovirus,0
2023-04-16,Humaan metapneumovirus,Humaan metapneumovirus,3
2023-04-23,Humaan metapneumovirus,Humaan metapneumovirus,0
2023-04-30,Humaan metapneumovirus,Humaan metapneumovirus,0
2023-05-07,Humaan metapneumovirus,Humaan metapneumovirus,1
2023-05-14,Humaan metapneumovirus,Humaan metapneumovirus,0
2023-05-21,Humaan metapneumovirus,Humaan metapneumovirus,1
2023-05-28,Humaan metapneumovirus,Humaan metapneumovirus,1
2023-06-04,Humaan metapneumovirus,Humaan metapneumovirus,2
2023-06-11,Humaan metapneumovirus,Humaan metapneumovirus,1
2023-06-18,Humaan metapneumovirus,Humaan metapneumovirus,0
2023-06-25,Humaan metapneumovirus,Humaan metapneumovirus,0
2023-07-02,Humaan metapneumovirus,Humaan metapneumovirus,0
2023-07-09,Humaan metapneumovirus,Humaan metapneumovirus,0
2023-07-16,Humaan metapneumovirus,Humaan metapneumovirus,0
2023-07-23,Humaan metapneumovirus,Humaan metapneumovirus,0
2023-07-30,Humaan metapneumovirus,Humaan metapneumovirus,0
2023-08-06,Humaan metapneumovirus,Humaan metapneumovirus,0
2023-08-13,Humaan metapneumovirus,Humaan metapneumovirus,0
2023-08-20,Humaan metapneumovirus,Humaan metapneumovirus,0
2023-08-27,Humaan metapneumovirus,Humaan metapneumovirus,0
2023-09-03,Humaan metapneumovirus,Humaan metapneumovirus,0
2023-09-10,Humaan metapneumovirus,Humaan metapneumovirus,0
2023-09-17,Humaan metapneumovirus,Humaan metapneumovirus,0
2023-09-24,Humaan metapneumovirus,Humaan metapneumovirus,0
2023-10-01,Humaan metapneumovirus,Humaan metapneumovirus,0
2023-10-08,Humaan metapneumovirus,Humaan metapneumovirus,1
2023-10-15,Humaan metapneumovirus,Humaan metapneumovirus,0
2023-10-22,Humaan metapneumovirus,Humaan metapneumovirus,0
2023-10-29,Humaan metapneumovirus,Humaan metapneumovirus,1
2023-11-05,Humaan metapneumovirus,Humaan metapneumovirus,0
2023-11-12,Humaan metapneumovirus,Humaan metapneumovirus,2
2023-11-19,Humaan metapneumovirus,Humaan metapneumovirus,3
2023-11-26,Humaan metapneumovirus,Humaan metapneumovirus,3
2023-12-03,Humaan metapneumovirus,Humaan metapneumovirus,1
2023-12-10,Humaan metapneumovirus,Humaan metapneumovirus,3
2023-12-17,Humaan metapneumovirus,Humaan metapneumovirus,4
2023-12-24,Humaan metapneumovirus,Humaan metapneumovirus,3
2023-12-31,Humaan metapneumovirus,Humaan metapneumovirus,1
2024-01-07,Humaan metapneumovirus,Humaan metapneumovirus,0
2024-01-14,Humaan metapneumovirus,Humaan metapneumovirus,6
2024-01-21,Humaan metapneumovirus,Humaan metapneumovirus,4
2024-01-28,Humaan metapneumovirus,Humaan metapneumovirus,4
2024-02-04,Humaan metapneumovirus,Humaan metapneumovirus,8
2024-02-11,Humaan metapneumovirus,Humaan metapneumovirus,5
2024-02-18,Humaan metapneumovirus,Humaan metapneumovirus,6
2024-02-25,Humaan metapneumovirus,Humaan metapneumovirus,11
2024-03-03,Humaan metapneumovirus,Humaan metapneumovirus,4
2024-03-10,Humaan metapneumovirus,Humaan metapneumovirus,9
2024-03-17,Humaan metapneumovirus,Humaan metapneumovirus,15
2024-03-24,Humaan metapneumovirus,Humaan metapneumovirus,11
2024-03-31,Humaan metapneumovirus,Humaan metapneumovirus,8
2024-04-07,Humaan metapneumovirus,Humaan metapneumovirus,8
2024-04-14,Humaan metapneumovirus,Humaan metapneumovirus,5
2024-04-21,Humaan metapneumovirus,Humaan metapneumovirus,2
2024-04-28,Humaan metapneumovirus,Humaan metapneumovirus,1
2024-05-05,Humaan metapneumovirus,Humaan metapneumovirus,1
2024-05-12,Humaan metapneumovirus,Humaan metapneumovirus,0
2024-05-19,Humaan metapneumovirus,Humaan metapneumovirus,1
2024-05-26,Humaan metapneumovirus,Humaan metapneumovirus,1
2024-06-02,Humaan metapneumovirus,Humaan metapneumovirus,1
2024-06-09,Humaan metapneumovirus,Humaan metapneumovirus,2
2024-06-16,Humaan metapneumovirus,Humaan metapneumovirus,0
2024-06-23,Humaan metapneumovirus,Humaan metapneumovirus,0
2024-06-30,Humaan metapneumovirus,Humaan metapneumovirus,0
2024-07-07,Humaan metapneumovirus,Humaan metapneumovirus,2
2024-07-14,Humaan metapneumovirus,Humaan metapneumovirus,0
2024-07-21,Humaan metapneumovirus,Humaan metapneumovirus,0
2024-07-28,Humaan metapneumovirus,Humaan metapneumovirus,0
2024-08-04,Humaan metapneumovirus,Humaan metapneumovirus,0
2024-08-11,Humaan metapneumovirus,Humaan metapneumovirus,0
2024-08-18,Humaan metapneumovirus,Humaan metapneumovirus,0
2024-08-25,Humaan metapneumovirus,Humaan metapneumovirus,0
2024-09-01,Humaan metapneumovirus,Humaan metapneumovirus,0
2024-09-08,Humaan metapneumovirus,Humaan metapneumovirus,0
2024-09-15,Humaan metapneumovirus,Humaan metapneumovirus,0
2024-09-22,Humaan metapneumovirus,Humaan metapneumovirus,0
2024-09-29,Humaan metapneumovirus,Humaan metapneumovirus,0
2024-10-06,Humaan metapneumovirus,Humaan metapneumovirus,0
2024-10-13,Humaan metapneumovirus,Humaan metapneumovirus,0
2024-10-20,Humaan metapneumovirus,Humaan metapneumovirus,0
2024-10-27,Humaan metapneumovirus,Humaan metapneumovirus,0
2024-11-03,Humaan metapneumovirus,Humaan metapneumovirus,0
2024-11-10,Humaan metapneumovirus,Humaan metapneumovirus,0
2024-11-17,Humaan metapneumovirus,Humaan metapneumovirus,0
2024-11-24,Humaan metapneumovirus,Humaan metapneumovirus,0
2024-12-01,Humaan metapneumovirus,Humaan metapneumovirus,0
2024-12-08,Humaan metapneumovirus,Humaan metapneumovirus,2
2024-12-15,Humaan metapneumovirus,Humaan metapneumovirus,6
2024-12-22,Humaan metapneumovirus,Humaan metapneumovirus,1
2024-12-29,Humaan metapneumovirus,Humaan metapneumovirus,3
2025-01-05,Humaan metapneumovirus,Humaan metapneumovirus,1
2025-01-12,Humaan metapneumovirus,Humaan metapneumovirus,0
2025-01-19,Humaan metapneumovirus,Humaan metapneumovirus,2
2025-01-26,Humaan metapneumovirus,Humaan metapneumovirus,1
2025-02-02,Humaan metapneumovirus,Humaan metapneumovirus,1
2025-02-09,Humaan metapneumovirus,Humaan metapneumovirus,2
2025-02-16,Humaan metapneumovirus,Humaan metapneumovirus,1
2025-02-23,Humaan metapneumovirus,Humaan metapneumovirus,3
2025-03-02,Humaan metapneumovirus,Humaan metapneumovirus,6
2025-03-09,Humaan metapneumovirus,Humaan metapneumovirus,4
2025-03-16,Humaan metapneumovirus,Humaan metapneumovirus,7
2025-03-23,Humaan metapneumovirus,Humaan metapneumovirus,7
2025-03-30,Humaan metapneumovirus,Humaan metapneumovirus,3
2025-04-06,Humaan metapneumovirus,Humaan metapneumovirus,7
2025-04-13,Humaan metapneumovirus,Humaan metapneumovirus,7
2025-04-20,Humaan metapneumovirus,Humaan metapneumovirus,8
2025-04-27,Humaan metapneumovirus,Humaan metapneumovirus,9
2025-05-04,Humaan metapneumovirus,Humaan metapneumovirus,5
2025-05-11,Humaan metapneumovirus,Humaan metapneumovirus,8
2025-05-18,Humaan metapneumovirus,Humaan metapneumovirus,5
2025-05-25,Humaan metapneumovirus,Humaan metapneumovirus,3
2025-06-01,Humaan metapneumovirus,Humaan metapneumovirus,4
2025-06-08,Humaan metapneumovirus,Humaan metapneumovirus,4
2025-06-15,Humaan metapneumovirus,Humaan metapneumovirus,5
2025-06-22,Humaan metapneumovirus,Humaan metapneumovirus,4
2025-06-29,Humaan metapneumovirus,Humaan metapneumovirus,2
2025-07-06,Humaan metapneumovirus,Humaan metapneumovirus,2
2025-07-13,Humaan metapneumovirus,Humaan metapneumovirus,1
2025-07-20,Humaan metapneumovirus,Humaan metapneumovirus,0
2025-07-27,Humaan metapneumovirus,Humaan metapneumovirus,1
2025-08-03,Humaan metapneumovirus,Humaan metapneumovirus,0
2025-08-10,Humaan metapneumovirus,Humaan metapneumovirus,1
2025-08-17,Humaan metapneumovirus,Humaan metapneumovirus,1
2025-08-24,Humaan metapneumovirus,Humaan metapneumovirus,0
2025-08-31,Humaan metapneumovirus,Humaan metapneumovirus,0
2025-09-07,Humaan metapneumovirus,Humaan metapneumovirus,0
2025-09-14,Humaan metapneumovirus,Humaan metapneumovirus,1
2025-09-21,Humaan metapneumovirus,Humaan metapneumovirus,0
2025-09-28,Humaan metapneumovirus,Humaan metapneumovirus,1
2022-10-02,Streptococcus pneumoniae,Streptococcus pneumoniae,13
2022-10-09,Streptococcus pneumoniae,Streptococcus pneumoniae,9
2022-10-16,Streptococcus pneumoniae,Streptococcus pneumoniae,14
2022-10-23,Streptococcus pneumoniae,Streptococcus pneumoniae,6
2022-10-30,Streptococcus pneumoniae,Streptococcus pneumoniae,13
2022-11-06,Streptococcus pneumoniae,Streptococcus pneumoniae,8
2022-11-13,Streptococcus pneumoniae,Streptococcus pneumoniae,8
2022-11-20,Streptococcus pneumoniae,Streptococcus pneumoniae,24
2022-11-27,Streptococcus pneumoniae,Streptococcus pneumoniae,13
2022-12-04,Streptococcus pneumoniae,Streptococcus pneumoniae,17
2022-12-11,Streptococcus pneumoniae,Streptococcus pneumoniae,19
2022-12-18,Streptococcus pneumoniae,Streptococcus pneumoniae,17
2022-12-25,Streptococcus pneumoniae,Streptococcus pneumoniae,17
2023-01-01,Streptococcus pneumoniae,Streptococcus pneumoniae,11
2023-01-08,Streptococcus pneumoniae,Streptococcus pneumoniae,12
2023-01-15,Streptococcus pneumoniae,Streptococcus pneumoniae,11
2023-01-22,Streptococcus pneumoniae,Streptococcus pneumoniae,12
2023-01-29,Streptococcus pneumoniae,Streptococcus pneumoniae,13
2023-02-05,Streptococcus pneumoniae,Streptococcus pneumoniae,13
2023-02-12,Streptococcus pneumoniae,Streptococcus pneumoniae,11
2023-02-19,Streptococcus pneumoniae,Streptococcus pneumoniae,14
2023-02-26,Streptococcus pneumoniae,Streptococcus pneumoniae,19
2023-03-05,Streptococcus pneumoniae,Streptococcus pneumoniae,6
2023-03-12,Streptococcus pneumoniae,Streptococcus pneumoniae,16
2023-03-19,Streptococcus pneumoniae,Streptococcus pneumoniae,17
2023-03-26,Streptococcus pneumoniae,Streptococcus pneumoniae,11
2023-04-02,Streptococcus pneumoniae,Streptococcus pneumoniae,14
2023-04-09,Streptococcus pneumoniae,Streptococcus pneumoniae,12
2023-04-16,Streptococcus pneumoniae,Streptococcus pneumoniae,5
2023-04-23,Streptococcus pneumoniae,Streptococcus pneumoniae,13
2023-04-30,Streptococcus pneumoniae,Streptococcus pneumoniae,19
2023-05-07,Streptococcus pneumoniae,Streptococcus pneumoniae,17
2023-05-14,Streptococcus pneumoniae,Streptococcus pneumoniae,10
2023-05-21,Streptococcus pneumoniae,Streptococcus pneumoniae,9
2023-05-28,Streptococcus pneumoniae,Streptococcus pneumoniae,18
2023-06-04,Streptococcus pneumoniae,Streptococcus pneumoniae,12
2023-06-11,Streptococcus pneumoniae,Streptococcus pneumoniae,18
2023-06-18,Streptococcus pneumoniae,Streptococcus pneumoniae,13
2023-06-25,Streptococcus pneumoniae,Streptococcus pneumoniae,6
2023-07-02,Streptococcus pneumoniae,Streptococcus pneumoniae,5
2023-07-09,Streptococcus pneumoniae,Streptococcus pneumoniae,15
2023-07-16,Streptococcus pneumoniae,Streptococcus pneumoniae,11
2023-07-23,Streptococcus pneumoniae,Streptococcus pneumoniae,12
2023-07-30,Streptococcus pneumoniae,Streptococcus pneumoniae,12
2023-08-06,Streptococcus pneumoniae,Streptococcus pneumoniae,10
2023-08-13,Streptococcus pneumoniae,Streptococcus pneumoniae,7
2023-08-20,Streptococcus pneumoniae,Streptococcus pneumoniae,4
2023-08-27,Streptococcus pneumoniae,Streptococcus pneumoniae,11
2023-09-03,Streptococcus pneumoniae,Streptococcus pneumoniae,15
2023-09-10,Streptococcus pneumoniae,Streptococcus pneumoniae,12
2023-09-17,Streptococcus pneumoniae,Streptococcus pneumoniae,11
2023-09-24,Streptococcus pneumoniae,Streptococcus pneumoniae,21
2023-10-01,Streptococcus pneumoniae,Streptococcus pneumoniae,17
2023-10-08,Streptococcus pneumoniae,Streptococcus pneumoniae,16
2023-10-15,Streptococcus pneumoniae,Streptococcus pneumoniae,18
2023-10-22,Streptococcus pneumoniae,Streptococcus pneumoniae,15
2023-10-29,Streptococcus pneumoniae,Streptococcus pneumoniae,13
2023-11-05,Streptococcus pneumoniae,Streptococcus pneumoniae,18
2023-11-12,Streptococcus pneumoniae,Streptococcus pneumoniae,20
2023-11-19,Streptococcus pneumoniae,Streptococcus pneumoniae,23
2023-11-26,Streptococcus pneumoniae,Streptococcus pneumoniae,18
2023-12-03,Streptococcus pneumoniae,Streptococcus pneumoniae,22
2023-12-10,Streptococcus pneumoniae,Streptococcus pneumoniae,21
2023-12-17,Streptococcus pneumoniae,Streptococcus pneumoniae,21
2023-12-24,Streptococcus pneumoniae,Streptococcus pneumoniae,15
2023-12-31,Streptococcus pneumoniae,Streptococcus pneumoniae,14
2024-01-07,Streptococcus pneumoniae,Streptococcus pneumoniae,17
2024-01-14,Streptococcus pneumoniae,Streptococcus pneumoniae,17
2024-01-21,Streptococcus pneumoniae,Streptococcus pneumoniae,13
2024-01-28,Streptococcus pneumoniae,Streptococcus pneumoniae,28
2024-02-04,Streptococcus pneumoniae,Streptococcus pneumoniae,23
2024-02-11,Streptococcus pneumoniae,Streptococcus pneumoniae,20
2024-02-18,Streptococcus pneumoniae,Streptococcus pneumoniae,18
2024-02-25,Streptococcus pneumoniae,Streptococcus pneumoniae,12
2024-03-03,Streptococcus pneumoniae,Streptococcus pneumoniae,24
2024-03-10,Streptococcus pneumoniae,Streptococcus pneumoniae,22
2024-03-17,Streptococcus pneumoniae,Streptococcus pneumoniae,25
2024-03-24,Streptococcus pneumoniae,Streptococcus pneumoniae,33
2024-03-31,Streptococcus pneumoniae,Streptococcus pneumoniae,20
2024-04-07,Streptococcus pneumoniae,Streptococcus pneumoniae,15
2024-04-14,Streptococcus pneumoniae,Streptococcus pneumoniae,20
2024-04-21,Streptococcus pneumoniae,Streptococcus pneumoniae,17
2024-04-28,Streptococcus pneumoniae,Streptococcus pneumoniae,13
2024-05-05,Streptococcus pneumoniae,Streptococcus pneumoniae,25
2024-05-12,Streptococcus pneumoniae,Streptococcus pneumoniae,6
2024-05-19,Streptococcus pneumoniae,Streptococcus pneumoniae,12
2024-05-26,Streptococcus pneumoniae,Streptococcus pneumoniae,9
2024-06-02,Streptococcus pneumoniae,Streptococcus pneumoniae,16
2024-06-09,Streptococcus pneumoniae,Streptococcus pneumoniae,22
2024-06-16,Streptococcus pneumoniae,Streptococcus pneumoniae,13
2024-06-23,Streptococcus pneumoniae,Streptococcus pneumoniae,15
2024-06-30,Streptococcus pneumoniae,Streptococcus pneumoniae,12
2024-07-07,Streptococcus pneumoniae,Streptococcus pneumoniae,13
2024-07-14,Streptococcus pneumoniae,Streptococcus pneumoniae,9
2024-07-21,Streptococcus pneumoniae,Streptococcus pneumoniae,5
2024-07-28,Streptococcus pneumoniae,Streptococcus pneumoniae,10
2024-08-04,Streptococcus pneumoniae,Streptococcus pneumoniae,13
2024-08-11,Streptococcus pneumoniae,Streptococcus pneumoniae,7
2024-08-18,Streptococcus pneumoniae,Streptococcus pneumoniae,15
2024-08-25,Streptococcus pneumoniae,Streptococcus pneumoniae,10
2024-09-01,Streptococcus pneumoniae,Streptococcus pneumoniae,12
2024-09-08,Streptococcus pneumoniae,Streptococcus pneumoniae,12
2024-09-15,Streptococcus pneumoniae,Streptococcus pneumoniae,22
2024-09-22,Streptococcus pneumoniae,Streptococcus pneumoniae,22
2024-09-29,Streptococcus pneumoniae,Streptococcus pneumoniae,12
2024-10-06,Streptococcus pneumoniae,Streptococcus pneumoniae,17
2024-10-13,Streptococcus pneumoniae,Streptococcus pneumoniae,12
2024-10-20,Streptococcus pneumoniae,Streptococcus pneumoniae,16
2024-10-27,Streptococcus pneumoniae,Streptococcus pneumoniae,20
2024-11-03,Streptococcus pneumoniae,Streptococcus pneumoniae,16
2024-11-10,Streptococcus pneumoniae,Streptococcus pneumoniae,16
2024-11-17,Streptococcus pneumoniae,Streptococcus pneumoniae,17
2024-11-24,Streptococcus pneumoniae,Streptococcus pneumoniae,25
2024-12-01,Streptococcus pneumoniae,Streptococcus pneumoniae,22
2024-12-08,Streptococcus pneumoniae,Streptococcus pneumoniae,21
2024-12-15,Streptococcus pneumoniae,Streptococcus pneumoniae,23
2024-12-22,Streptococcus pneumoniae,Streptococcus pneumoniae,12
2024-12-29,Streptococcus pneumoniae,Streptococcus pneumoniae,10
2025-01-05,Streptococcus pneumoniae,Streptococcus pneumoniae,16
2025-01-12,Streptococcus pneumoniae,Streptococcus pneumoniae,19
2025-01-19,Streptococcus pneumoniae,Streptococcus pneumoniae,11
