date,pathogen,group,amount
2024-09-22,Legionella pneumophila,Legionella pneumophila,0
2024-09-29,Legionella pneumophila,Legionella pneumophila,0
2024-10-06,Legionella pneumophila,Legionella pneumophila,0
2024-10-13,Legionella pneumophila,Legionella pneumophila,1
2024-10-20,Legionella pneumophila,Legionella pneumophila,0
2024-10-27,Legionella pneumophila,Legionella pneumophila,1
2024-11-03,Legionella pneumophila,Legionella pneumophila,1
2024-11-10,Legionella pneumophila,Legionella pneumophila,1
2024-11-17,Legionella pneumophila,Legionella pneumophila,1
2024-11-24,Legionella pneumophila,Legionella pneumophila,0
2024-12-01,Legionella pneumophila,Legionella pneumophila,0
2024-12-08,Legionella pneumophila,Legionella pneumophila,1
2024-12-15,Legionella pneumophila,Legionella pneumophila,0
2024-12-22,Legionella pneumophila,Legionella pneumophila,0
2024-12-29,Legionella pneumophila,Legionella pneumophila,0
2025-01-05,Legionella pneumophila,Legionella pneumophila,1
2025-01-12,Legionella pneumophila,Legionella pneumophila,0
2025-01-19,Legionella pneumophila,Legionella pneumophila,0
2025-01-26,Legionella pneumophila,Legionella pneumophila,0
2025-02-02,Legionella pneumophila,Legionella pneumophila,0
2025-02-09,Legionella pneumophila,Legionella pneumophila,0
2025-02-16,Legionella pneumophila,Legionella pneumophila,0
2025-02-23,Legionella pneumophila,Legionella pneumophila,0
2025-03-02,Legionella pneumophila,Legionella pneumophila,0
2025-03-09,Legionella pneumophila,Legionella pneumophila,0
2025-03-16,Legionella pneumophila,Legionella pneumophila,1
2025-03-23,Legionella pneumophila,Legionella pneumophila,0
2025-03-30,Legionella pneumophila,Legionella pneumophila,0
2025-04-06,Legionella pneumophila,Legionella pneumophila,0
2025-04-13,Legionella pneumophila,Legionella pneumophila,0
2025-04-20,Legionella pneumophila,Legionella pneumophila,1
2025-04-27,Legionella pneumophila,Legionella pneumophila,1
2025-05-04,Legionella pneumophila,Legionella pneumophila,0
2025-05-11,Legionella pneumophila,Legionella pneumophila,0
2025-05-18,Legionella pneumophila,Legionella pneumophila,0
2025-05-25,Legionella pneumophila,Legionella pneumophila,0
2025-06-01,Legionella pneumophila,Legionella pneumophila,0
2025-06-08,Legionella pneumophila,Legionella pneumophila,0
2025-06-15,Legionella pneumophila,Legionella pneumophila,1
2025-06-22,Legionella pneumophila,Legionella pneumophila,0
2025-06-29,Legionella pneumophila,Legionella pneumophila,1
2025-07-06,Legionella pneumophila,Legionella pneumophila,2
2025-07-13,Legionella pneumophila,Legionella pneumophila,0
2025-07-20,Legionella pneumophila,Legionella pneumophila,0
2025-07-27,Legionella pneumophila,Legionella pneumophila,0
2025-08-03,Legionella pneumophila,Legionella pneumophila,0
2025-08-10,Legionella pneumophila,Legionella pneumophila,0
2025-08-17,Legionella pneumophila,Legionella pneumophila,0
2025-08-24,Legionella pneumophila,Legionella pneumophila,0
2025-08-31,Legionella pneumophila,Legionella pneumophila,0
2025-09-07,Legionella pneumophila,Legionella pneumophila,0
2025-09-14,Legionella pneumophila,Legionella pneumophila,2
2025-09-21,Legionella pneumophila,Legionella pneumophila,1
2025-09-28,Legionella pneumophila,Legionella pneumophila,2
2022-10-02,Coronavirus NL63,Coronavirussen,1
2022-10-09,Coronavirus NL63,Coronavirussen,0
2022-10-16,Coronavirus NL63,Coronavirussen,0
2022-10-23,Coronavirus NL63,Coronavirussen,1
2022-10-30,Coronavirus NL63,Coronavirussen,0
2022-11-06,Coronavirus NL63,Coronavirussen,0
2022-11-13,Coronavirus NL63,Coronavirussen,0
2022-11-20,Coronavirus NL63,Coronavirussen,1
2022-11-27,Coronavirus NL63,Coronavirussen,0
2022-12-04,Coronavirus NL63,Coronavirussen,0
2022-12-11,Coronavirus NL63,Coronavirussen,0
2022-12-18,Coronavirus NL63,Coronavirussen,3
2022-12-25,Coronavirus NL63,Coronavirussen,0
2023-01-01,Coronavirus NL63,Coronavirussen,2
2023-01-08,Coronavirus NL63,Coronavirussen,0
2023-01-15,Coronavirus NL63,Coronavirussen,1
2023-01-22,Coronavirus NL63,Coronavirussen,0
2023-01-29,Coronavirus NL63,Coronavirussen,1
2023-02-05,Coronavirus NL63,Coronavirussen,1
2023-02-12,Coronavirus NL63,Coronavirussen,1
2023-02-19,Coronavirus NL63,Coronavirussen,2
2023-02-26,Coronavirus NL63,Coronavirussen,4
2023-03-05,Coronavirus NL63,Coronavirussen,0
2023-03-12,Coronavirus NL63,Coronavirussen,1
2023-03-19,Coronavirus NL63,Coronavirussen,2
2023-03-26,Coronavirus NL63,Coronavirussen,1
2023-04-02,Coronavirus NL63,Coronavirussen,1
2023-04-09,Coronavirus NL63,Coronavirussen,1
2023-04-16,Coronavirus NL63,Coronavirussen,0
2023-04-23,Coronavirus NL63,Coronavirussen,1
2023-04-30,Coronavirus NL63,Coronavirussen,1
2023-05-07,Coronavirus NL63,Coronavirussen,0
2023-05-14,Coronavirus NL63,Coronavirussen,0
2023-05-21,Coronavirus NL63,Coronavirussen,0
2023-05-28,Coronavirus NL63,Coronavirussen,0
2023-06-04,Coronavirus NL63,Coronavirussen,0
2023-06-11,Coronavirus NL63,Coronavirussen,0
2023-06-18,Coronavirus NL63,Coronavirussen,0
2023-06-25,Coronavirus NL63,Coronavirussen,0
2023-07-02,Coronavirus NL63,Coronavirussen,1
2023-07-09,Coronavirus NL63,Coronavirussen,0
2023-07-16,Coronavirus NL63,Coronavirussen,0
2023-07-23,Coronavirus NL63,Coronavirussen,0
2023-07-30,Coronavirus NL63,Coronavirussen,0
2023-08-06,Coronavirus NL63,Coronavirussen,0
2023-08-13,Coronavirus NL63,Coronavirussen,1
2023-08-20,Coronavirus NL63,Coronavirussen,0
2023-08-27,Coronavirus NL63,Coronavirussen,0
2023-09-03,Coronavirus NL63,Coronavirussen,1
2023-09-10,Coronavirus NL63,Coronavirussen,0
2023-09-17,Coronavirus NL63,Coronavirussen,0
2023-09-24,Coronavirus NL63,Coronavirussen,0
2023-10-01,Coronavirus NL63,Coronavirussen,0
2023-10-08,Coronavirus NL63,Coronavirussen,0
2023-10-15,Coronavirus NL63,Coronavirussen,1
2023-10-22,Coronavirus NL63,Coronavirussen,0
2023-10-29,Coronavirus NL63,Coronavirussen,0
2023-11-05,Coronavirus NL63,Coronavirussen,0
2023-11-12,Coronavirus NL63,Coronavirussen,0
2023-11-19,Coronavirus NL63,Coronavirussen,0
2023-11-26,Coronavirus NL63,Coronavirussen,0
2023-12-03,Coronavirus NL63,Coronavirussen,1
2023-12-10,Coronavirus NL63,Coronavirussen,0
2023-12-17,Coronavirus NL63,Coronavirussen,1
2023-12-24,Coronavirus NL63,Coronavirussen,0
2023-12-31,Coronavirus NL63,Coronavirussen,0
2024-01-07,Coronavirus NL63,Coronavirussen,0
2024-01-14,Coronavirus NL63,Coronavirussen,0
2024-01-21,Coronavirus NL63,Coronavirussen,0
2024-01-28,Coronavirus NL63,Coronavirussen,0
2024-02-04,Coronavirus NL63,Coronavirussen,0
2024-02-11,Coronavirus NL63,Coronavirussen,0
2024-02-18,Coronavirus NL63,Coronavirussen,0
2024-02-25,Coronavirus NL63,Coronavirussen,0
2024-03-03,Coronavirus NL63,Coronavirussen,1
2024-03-10,Coronavirus NL63,Coronavirussen,0
2024-03-17,Coronavirus NL63,Coronavirussen,1
2024-03-24,Coronavirus NL63,Coronavirussen,0
2024-03-31,Coronavirus NL63,Coronavirussen,1
2024-04-07,Coronavirus NL63,Coronavirussen,1
2024-04-14,Coronavirus NL63,Coronavirussen,2
2024-04-21,Coronavirus NL63,Coronavirussen,0
2024-04-28,Coronavirus NL63,Coronavirussen,2
2024-05-05,Coronavirus NL63,Coronavirussen,0
2024-05-12,Coronavirus NL63,Coronavirussen,1
2024-05-19,Coronavirus NL63,Coronavirussen,1
2024-05-26,Coronavirus NL63,Coronavirussen,0
2024-06-02,Coronavirus NL63,Coronavirussen,0
2024-06-09,Coronavirus NL63,Coronavirussen,2
2024-06-16,Coronavirus NL63,Coronavirussen,0
2024-06-23,Coronavirus NL63,Coronavirussen,1
2024-06-30,Coronavirus NL63,Coronavirussen,2
2024-07-07,Coronavirus NL63,Coronavirussen,0
2024-07-14,Coronavirus NL63,Coronavirussen,1
2024-07-21,Coronavirus NL63,Coronavirussen,1
2024-07-28,Coronavirus NL63,Coronavirussen,0
2024-08-04,Coronavirus NL63,Coronavirussen,0
2024-08-11,Coronavirus NL63,Coronavirussen,1
2024-08-18,Coronavirus NL63,Coronavirussen,0
2024-08-25,Coronavirus NL63,Coronavirussen,0
2024-09-01,Coronavirus NL63,Coronavirussen,0
2024-09-08,Coronavirus NL63,Coronavirussen,0
2024-09-15,Coronavirus NL63,Coronavirussen,1
2024-09-22,Coronavirus NL63,Coronavirussen,2
2024-09-29,Coronavirus NL63,Coronavirussen,0
2024-10-06,Coronavirus NL63,Coronavirussen,1
2024-10-13,Coronavirus NL63,Coronavirussen,1
2024-10-20,Coronavirus NL63,Coronavirussen,0
2024-10-27,Coronavirus NL63,Coronavirussen,1
2024-11-03,Coronavirus NL63,Coronavirussen,0
2024-11-10,Coronavirus NL63,Coronavirussen,0
2024-11-17,Coronavirus NL63,Coronavirussen,1
2024-11-24,Coronavirus NL63,Coronavirussen,2
2024-12-01,Coronavirus NL63,Coronavirussen,3
2024-12-08,Coronavirus NL63,Coronavirussen,0
2024-12-15,Coronavirus NL63,Coronavirussen,0
2024-12-22,Coronavirus NL63,Coronavirussen,0
2024-12-29,Coronavirus NL63,Coronavirussen,1
2025-01-05,Coronavirus NL63,Coronavirussen,4
2025-01-12,Coronavirus NL63,Coronavirussen,0
2025-01-19,Coronavirus NL63,Coronavirussen,2
2025-01-26,Coronavirus NL63,Coronavirussen,4
2025-02-02,Coronavirus NL63,Coronavirussen,3
2025-02-09,Coronavirus NL63,Coronavirussen,3
2025-02-16,Coronavirus NL63,Coronavirussen,1
2025-02-23,Coronavirus NL63,Coronavirussen,3
2025-03-02,Coronavirus NL63,Coronavirussen,2
2025-03-09,Coronavirus NL63,Coronavirussen,2
2025-03-16,Coronavirus NL63,Coronavirussen,1
2025-03-23,Coronavirus NL63,Coronavirussen,3
2025-03-30,Coronavirus NL63,Coronavirussen,2
2025-04-06,Coronavirus NL63,Coronavirussen,2
2025-04-13,Coronavirus NL63,Coronavirussen,1
2025-04-20,Coronavirus NL63,Coronavirussen,2
2025-04-27,Coronavirus NL63,Coronavirussen,1
2025-05-04,Coronavirus NL63,Coronavirussen,0
2025-05-11,Coronavirus NL63,Coronavirussen,0
2025-05-18,Coronavirus NL63,Coronavirussen,1
2025-05-25,Coronavirus NL63,Coronavirussen,1
2025-06-01,Coronavirus NL63,Coronavirussen,3
2025-06-08,Coronavirus NL63,Coronavirussen,1
2025-06-15,Coronavirus NL63,Coronavirussen,1
2025-06-22,Coronavirus NL63,Coronavirussen,1
2025-06-29,Coronavirus NL63,Coronavirussen,1
2025-07-06,Coronavirus NL63,Coronavirussen,1
2025-07-13,Coronavirus NL63,Coronavirussen,1
2025-07-20,Coronavirus NL63,Coronavirussen,1
2025-07-27,Coronavirus NL63,Coronavirussen,2
2025-08-03,Coronavirus NL63,Coronavirussen,2
2025-08-10,Coronavirus NL63,Coronavirussen,1
2025-08-17,Coronavirus NL63,Coronavirussen,1
2025-08-24,Coronavirus NL63,Coronavirussen,2
2025-08-31,Coronavirus NL63,Coronavirussen,0
2025-09-07,Coronavirus NL63,Coronavirussen,0
2025-09-14,Coronavirus NL63,Coronavirussen,0
2025-09-21,Coronavirus NL63,Coronavirussen,1
2025-09-28,Coronavirus NL63,Coronavirussen,0
2022-10-02,Influenza B virus,Influenzavirussen,0
2022-10-09,Influenza B virus,Influenzavirussen,0
2022-10-16,Influenza B virus,Influenzavirussen,0
2022-10-23,Influenza B virus,Influenzavirussen,0
2022-10-30,Influenza B virus,Influenzavirussen,0
2022-11-06,Influenza B virus,Influenzavirussen,0
2022-11-13,Influenza B virus,Influenzavirussen,1
2022-11-20,Influenza B virus,Influenzavirussen,0
2022-11-27,Influenza B virus,Influenzavirussen,1
2022-12-04,Influenza B virus,Influenzavirussen,4
2022-12-11,Influenza B virus,Influenzavirussen,17
2022-12-18,Influenza B virus,Influenzavirussen,29
2022-12-25,Influenza B virus,Influenzavirussen,23
2023-01-01,Influenza B virus,Influenzavirussen,23
2023-01-08,Influenza B virus,Influenzavirussen,11
2023-01-15,Influenza B virus,Influenzavirussen,1
2023-01-22,Influenza B virus,Influenzavirussen,7
2023-01-29,Influenza B virus,Influenzavirussen,8
2023-02-05,Influenza B virus,Influenzavirussen,6
2023-02-12,Influenza B virus,Influenzavirussen,6
2023-02-19,Influenza B virus,Influenzavirussen,5
2023-02-26,Influenza B virus,Influenzavirussen,2
2023-03-05,Influenza B virus,Influenzavirussen,2
2023-03-12,Influenza B virus,Influenzavirussen,6
2023-03-19,Influenza B virus,Influenzavirussen,5
2023-03-26,Influenza B virus,Influenzavirussen,0
2023-04-02,Influenza B virus,Influenzavirussen,3
2023-04-09,Influenza B virus,Influenzavirussen,0
2023-04-16,Influenza B virus,Influenzavirussen,0
2023-04-23,Influenza B virus,Influenzavirussen,0
2023-04-30,Influenza B virus,Influenzavirussen,0
2023-05-07,Influenza B virus,Influenzavirussen,0
2023-05-14,Influenza B virus,Influenzavirussen,0
2023-05-21,Influenza B virus,Influenzavirussen,2
2023-05-28,Influenza B virus,Influenzavirussen,1
2023-06-04,Influenza B virus,Influenzavirussen,1
2023-06-11,Influenza B virus,Influenzavirussen,0
2023-06-18,Influenza B virus,Influenzavirussen,0
2023-06-25,Influenza B virus,Influenzavirussen,0
2023-07-02,Influenza B virus,Influenzavirussen,0
2023-07-09,Influenza B virus,Influenzavirussen,0
2023-07-16,Influenza B virus,Influenzavirussen,0
2023-07-23,Influenza B virus,Influenzavirussen,0
2023-07-30,Influenza B virus,Influenzavirussen,0
2023-08-06,Influenza B virus,Influenzavirussen,0
2023-08-13,Influenza B virus,Influenzavirussen,0
2023-08-20,Influenza B virus,Influenzavirussen,0
2023-08-27,Influenza B virus,Influenzavirussen,0
2023-09-03,Influenza B virus,Influenzavirussen,0
2023-09-10,Influenza B virus,Influenzavirussen,0
2023-09-17,Influenza B virus,Influenzavirussen,0
2023-09-24,Influenza B virus,Influenzavirussen,0
2023-10-01,Influenza B virus,Influenzavirussen,0
2023-10-08,Influenza B virus,Influenzavirussen,0
2023-10-15,Influenza B virus,Influenzavirussen,0
2023-10-22,Influenza B virus,Influenzavirussen,0
2023-10-29,Influenza B virus,Influenzavirussen,0
2023-11-05,Influenza B virus,Influenzavirussen,0
2023-11-12,Influenza B virus,Influenzavirussen,1
2023-11-19,Influenza B virus,Influenzavirussen,0
2023-11-26,Influenza B virus,Influenzavirussen,0
2023-12-03,Influenza B virus,Influenzavirussen,0
2023-12-10,Influenza B virus,Influenzavirussen,0
2023-12-17,Influenza B virus,Influenzavirussen,0
2023-12-24,Influenza B virus,Influenzavirussen,0
2023-12-31,Influenza B virus,Influenzavirussen,1
2024-01-07,Influenza B virus,Influenzavirussen,0
2024-01-14,Influenza B virus,Influenzavirussen,2
2024-01-21,Influenza B virus,Influenzavirussen,0
2024-01-28,Influenza B virus,Influenzavirussen,1
2024-02-04,Influenza B virus,Influenzavirussen,0
2024-02-11,Influenza B virus,Influenzavirussen,1
2024-02-18,Influenza B virus,Influenzavirussen,1
2024-02-25,Influenza B virus,Influenzavirussen,0
2024-03-03,Influenza B virus,Influenzavirussen,0
2024-03-10,Influenza B virus,Influenzavirussen,0
2024-03-17,Influenza B virus,Influenzavirussen,0
2024-03-24,Influenza B virus,Influenzavirussen,0
2024-03-31,Influenza B virus,Influenzavirussen,0
2024-04-07,Influenza B virus,Influenzavirussen,1
2024-04-14,Influenza B virus,Influenzavirussen,1
2024-04-21,Influenza B virus,Influenzavirussen,1
2024-04-28,Influenza B virus,Influenzavirussen,0
2024-05-05,Influenza B virus,Influenzavirussen,0
2024-05-12,Influenza B virus,Influenzavirussen,0
2024-05-19,Influenza B virus,Influenzavirussen,0
2024-05-26,Influenza B virus,Influenzavirussen,0
2024-06-02,Influenza B virus,Influenzavirussen,0
2024-06-09,Influenza B virus,Influenzavirussen,0
2024-06-16,Influenza B virus,Influenzavirussen,0
2024-06-23,Influenza B virus,Influenzavirussen,0
2024-06-30,Influenza B virus,Influenzavirussen,0
2024-07-07,Influenza B virus,Influenzavirussen,0
2024-07-14,Influenza B virus,Influenzavirussen,1
2024-07-21,Influenza B virus,Influenzavirussen,0
2024-07-28,Influenza B virus,Influenzavirussen,0
2024-08-04,Influenza B virus,Influenzavirussen,0
2024-08-11,Influenza B virus,Influenzavirussen,0
2024-08-18,Influenza B virus,Influenzavirussen,0
2024-08-25,Influenza B virus,Influenzavirussen,1
2024-09-01,Influenza B virus,Influenzavirussen,0
2024-09-08,Influenza B virus,Influenzavirussen,0
2024-09-15,Influenza B virus,Influenzavirussen,0
2024-09-22,Influenza B virus,Influenzavirussen,0
2024-09-29,Influenza B virus,Influenzavirussen,0
2024-10-06,Influenza B virus,Influenzavirussen,0
2024-10-13,Influenza B virus,Influenzavirussen,0
2024-10-20,Influenza B virus,Influenzavirussen,0
2024-10-27,Influenza B virus,Influenzavirussen,0
2024-11-03,Influenza B virus,Influenzavirussen,0
2024-11-10,Influenza B virus,Influenzavirussen,0
2024-11-17,Influenza B virus,Influenzavirussen,0
2024-11-24,Influenza B virus,Influenzavirussen,1
2024-12-01,Influenza B virus,Influenzavirussen,3
2024-12-08,Influenza B virus,Influenzavirussen,0
2024-12-15,Influenza B virus,Influenzavirussen,0
2024-12-22,Influenza B virus,Influenzavirussen,3
2024-12-29,Influenza B virus,Influenzavirussen,1
2025-01-05,Influenza B virus,Influenzavirussen,7
2025-01-12,Influenza B virus,Influenzavirussen,12
2025-01-19,Influenza B virus,Influenzavirussen,11
2025-01-26,Influenza B virus,Influenzavirussen,11
2025-02-02,Influenza B virus,Influenzavirussen,21
2025-02-09,Influenza B virus,Influenzavirussen,17
2025-02-16,Influenza B virus,Influenzavirussen,27
2025-02-23,Influenza B virus,Influenzavirussen,32
2025-03-02,Influenza B virus,Influenzavirussen,25
2025-03-09,Influenza B virus,Influenzavirussen,17
2025-03-16,Influenza B virus,Influenzavirussen,14
2025-03-23,Influenza B virus,Influenzavirussen,12
2025-03-30,Influenza B virus,Influenzavirussen,12
2025-04-06,Influenza B virus,Influenzavirussen,3
2025-04-13,Influenza B virus,Influenzavirussen,4
2025-04-20,Influenza B virus,Influenzavirussen,4
2025-04-27,Influenza B virus,Influenzavirussen,0
2025-05-04,Influenza B virus,Influenzavirussen,3
2025-05-11,Influenza B virus,Influenzavirussen,0
2025-05-18,Influenza B virus,Influenzavirussen,1
2025-05-25,Influenza B virus,Influenzavirussen,0
2025-06-01,Influenza B virus,Influenzavirussen,0
2025-06-08,Influenza B virus,Influenzavirussen,0
2025-06-15,Influenza B virus,Influenzavirussen,0
2025-06-22,Influenza B virus,Influenzavirussen,0
2025-06-29,Influenza B virus,Influenzavirussen,0
2025-07-06,Influenza B virus,Influenzavirussen,0
2025-07-13,Influenza B virus,Influenzavirussen,0
2025-07-20,Influenza B virus,Influenzavirussen,0
2025-07-27,Influenza B virus,Influenzavirussen,0
2025-08-03,Influenza B virus,Influenzavirussen,0
2025-08-10,Influenza B virus,Influenzavirussen,0
2025-08-17,Influenza B virus,Influenzavirussen,0
2025-08-24,Influenza B virus,Influenzavirussen,0
2025-08-31,Influenza B virus,Influenzavirussen,0
2025-09-07,Influenza B virus,Influenzavirussen,0
2025-09-14,Influenza B virus,Influenzavirussen,0
2025-09-21,Influenza B virus,Influenzavirussen,0
2025-09-28,Influenza B virus,Influenzavirussen,0
2022-10-02,Bocavirus,Bocavirus,0
2022-10-09,Bocavirus,Bocavirus,3
2022-10-16,Bocavirus,Bocavirus,0
2022-10-23,Bocavirus,Bocavirus,2
2022-10-30,Bocavirus,Bocavirus,3
2022-11-06,Bocavirus,Bocavirus,0
2022-11-13,Bocavirus,Bocavirus,2
2022-11-20,Bocavirus,Bocavirus,2
2022-11-27,Bocavirus,Bocavirus,0
2022-12-04,Bocavirus,Bocavirus,3
2022-12-11,Bocavirus,Bocavirus,3
2022-12-18,Bocavirus,Bocavirus,2
2022-12-25,Bocavirus,Bocavirus,0
2023-01-01,Bocavirus,Bocavirus,4
2023-01-08,Bocavirus,Bocavirus,1
2023-01-15,Bocavirus,Bocavirus,1
2023-01-22,Bocavirus,Bocavirus,0
2023-01-29,Bocavirus,Bocavirus,3
2023-02-05,Bocavirus,Bocavirus,1
2023-02-12,Bocavirus,Bocavirus,2
2023-02-19,Bocavirus,Bocavirus,2
2023-02-26,Bocavirus,Bocavirus,4
2023-03-05,Bocavirus,Bocavirus,2
2023-03-12,Bocavirus,Bocavirus,4
2023-03-19,Bocavirus,Bocavirus,2
2023-03-26,Bocavirus,Bocavirus,1
2023-04-02,Bocavirus,Bocavirus,0
2023-04-09,Bocavirus,Bocavirus,1
2023-04-16,Bocavirus,Bocavirus,0
2023-04-23,Bocavirus,Bocavirus,4
2023-04-30,Bocavirus,Bocavirus,6
2023-05-07,Bocavirus,Bocavirus,2
2023-05-14,Bocavirus,Bocavirus,4
2023-05-21,Bocavirus,Bocavirus,2
2023-05-28,Bocavirus,Bocavirus,4
2023-06-04,Bocavirus,Bocavirus,2
2023-06-11,Bocavirus,Bocavirus,5
2023-06-18,Bocavirus,Bocavirus,0
2023-06-25,Bocavirus,Bocavirus,2
2023-07-02,Bocavirus,Bocavirus,2
2023-07-09,Bocavirus,Bocavirus,1
2023-07-16,Bocavirus,Bocavirus,4
2023-07-23,Bocavirus,Bocavirus,1
2023-07-30,Bocavirus,Bocavirus,2
2023-08-06,Bocavirus,Bocavirus,2
2023-08-13,Bocavirus,Bocavirus,1
2023-08-20,Bocavirus,Bocavirus,1
2023-08-27,Bocavirus,Bocavirus,3
2023-09-03,Bocavirus,Bocavirus,2
2023-09-10,Bocavirus,Bocavirus,2
2023-09-17,Bocavirus,Bocavirus,0
2023-09-24,Bocavirus,Bocavirus,0
2023-10-01,Bocavirus,Bocavirus,2
2023-10-08,Bocavirus,Bocavirus,0
2023-10-15,Bocavirus,Bocavirus,3
2023-10-22,Bocavirus,Bocavirus,2
2023-10-29,Bocavirus,Bocavirus,0
2023-11-05,Bocavirus,Bocavirus,2
2023-11-12,Bocavirus,Bocavirus,2
2023-11-19,Bocavirus,Bocavirus,0
2023-11-26,Bocavirus,Bocavirus,0
2023-12-03,Bocavirus,Bocavirus,3
2023-12-10,Bocavirus,Bocavirus,2
2023-12-17,Bocavirus,Bocavirus,2
2023-12-24,Bocavirus,Bocavirus,2
2023-12-31,Bocavirus,Bocavirus,3
2024-01-07,Bocavirus,Bocavirus,3
2024-01-14,Bocavirus,Bocavirus,5
2024-01-21,Bocavirus,Bocavirus,3
2024-01-28,Bocavirus,Bocavirus,5
2024-02-04,Bocavirus,Bocavirus,3
2024-02-11,Bocavirus,Bocavirus,2
2024-02-18,Bocavirus,Bocavirus,1
2024-02-25,Bocavirus,Bocavirus,3
2024-03-03,Bocavirus,Bocavirus,1
2024-03-10,Bocavirus,Bocavirus,4
2024-03-17,Bocavirus,Bocavirus,4
2024-03-24,Bocavirus,Bocavirus,4
2024-03-31,Bocavirus,Bocavirus,1
2024-04-07,Bocavirus,Bocavirus,4
2024-04-14,Bocavirus,Bocavirus,2
2024-04-21,Bocavirus,Bocavirus,3
2024-04-28,Bocavirus,Bocavirus,3
2024-05-05,Bocavirus,Bocavirus,2
2024-05-12,Bocavirus,Bocavirus,1
2024-05-19,Bocavirus,Bocavirus,2
2024-05-26,Bocavirus,Bocavirus,2
2024-06-02,Bocavirus,Bocavirus,3
2024-06-09,Bocavirus,Bocavirus,7
2024-06-16,Bocavirus,Bocavirus,4
2024-06-23,Bocavirus,Bocavirus,8
2024-06-30,Bocavirus,Bocavirus,7
2024-07-07,Bocavirus,Bocavirus,3
2024-07-14,Bocavirus,Bocavirus,4
2024-07-21,Bocavirus,Bocavirus,1
2024-07-28,Bocavirus,Bocavirus,3
2024-08-04,Bocavirus,Bocavirus,1
2024-08-11,Bocavirus,Bocavirus,3
2024-08-18,Bocavirus,Bocavirus,0
2024-08-25,Bocavirus,Bocavirus,2
2024-09-01,Bocavirus,Bocavirus,2
2024-09-08,Bocavirus,Bocavirus,3
2024-09-15,Bocavirus,Bocavirus,2
2024-09-22,Bocavirus,Bocavirus,5
2024-09-29,Bocavirus,Bocavirus,2
2024-10-06,Bocavirus,Bocavirus,2
2024-10-13,Bocavirus,Bocavirus,4
2024-10-20,Bocavirus,Bocavirus,4
2024-10-27,Bocavirus,Bocavirus,2
2024-11-03,Bocavirus,Bocavirus,5
2024-11-10,Bocavirus,Bocavirus,3
2024-11-17,Bocavirus,Bocavirus,0
2024-11-24,Bocavirus,Bocavirus,5
2024-12-01,Bocavirus,Bocavirus,2
2024-12-08,Bocavirus,Bocavirus,2
2024-12-15,Bocavirus,Bocavirus,1
2024-12-22,Bocavirus,Bocavirus,3
2024-12-29,Bocavirus,Bocavirus,1
2025-01-05,Bocavirus,Bocavirus,2
2025-01-12,Bocavirus,Bocavirus,2
2025-01-19,Bocavirus,Bocavirus,0
2025-01-26,Bocavirus,Bocavirus,0
2025-02-02,Bocavirus,Bocavirus,4
2025-02-09,Bocavirus,Bocavirus,2
2025-02-16,Bocavirus,Bocavirus,2
2025-02-23,Bocavirus,Bocavirus,3
2025-03-02,Bocavirus,Bocavirus,4
2025-03-09,Bocavirus,Bocavirus,4
2025-03-16,Bocavirus,Bocavirus,1
2025-03-23,Bocavirus,Bocavirus,1
2025-03-30,Bocavirus,Bocavirus,3
2025-04-06,Bocavirus,Bocavirus,0
2025-04-13,Bocavirus,Bocavirus,4
2025-04-20,Bocavirus,Bocavirus,2
2025-04-27,Bocavirus,Bocavirus,0
2025-05-04,Bocavirus,Bocavirus,1
2025-05-11,Bocavirus,Bocavirus,2
2025-05-18,Bocavirus,Bocavirus,0
2025-05-25,Bocavirus,Bocavirus,2
2025-06-01,Bocavirus,Bocavirus,0
2025-06-08,Bocavirus,Bocavirus,3
2025-06-15,Bocavirus,Bocavirus,2
2025-06-22,Bocavirus,Bocavirus,0
2025-06-29,Bocavirus,Bocavirus,1
2025-07-06,Bocavirus,Bocavirus,2
2025-07-13,Bocavirus,Bocavirus,1
2025-07-20,Bocavirus,Bocavirus,1
2025-07-27,Bocavirus,Bocavirus,0
2025-08-03,Bocavirus,Bocavirus,0
2025-08-10,Bocavirus,Bocavirus,0
2025-08-17,Bocavirus,Bocavirus,0
2025-08-24,Bocavirus,Bocavirus,0
2025-08-31,Bocavirus,Bocavirus,0
2025-09-07,Bocavirus,Bocavirus,0
2025-09-14,Bocavirus,Bocavirus,0
2025-09-21,Bocavirus,Bocavirus,0
2025-09-28,Bocavirus,Bocavirus,2
2022-10-02,Pneumocystis jiroveci,Pneumocystis jiroveci,7
2022-10-09,Pneumocystis jiroveci,Pneumocystis jiroveci,13
2022-10-16,Pneumocystis jiroveci,Pneumocystis jiroveci,3
2022-10-23,Pneumocystis jiroveci,Pneumocystis jiroveci,15
2022-10-30,Pneumocystis jiroveci,Pneumocystis jiroveci,11
2022-11-06,Pneumocystis jiroveci,Pneumocystis jiroveci,8
2022-11-13,Pneumocystis jiroveci,Pneumocystis jiroveci,9
2022-11-20,Pneumocystis jiroveci,Pneumocystis jiroveci,14
2022-11-27,Pneumocystis jiroveci,Pneumocystis jiroveci,10
2022-12-04,Pneumocystis jiroveci,Pneumocystis jiroveci,8
2022-12-11,Pneumocystis jiroveci,Pneumocystis jiroveci,9
2022-12-18,Pneumocystis jiroveci,Pneumocystis jiroveci,15
2022-12-25,Pneumocystis jiroveci,Pneumocystis jiroveci,17
2023-01-01,Pneumocystis jiroveci,Pneumocystis jiroveci,6
